Term	Student	Subject	Score
3	1048	Chinese	35
3	1049	Math	38
3	1049	English	53
3	1049	Chinese	59
3	1050	Math	63
3	1050	English	71
3	1050	Chinese	70
3	1051	Math	64
3	1051	English	38
3	1051	Chinese	67
3	1052	Math	43
3	1052	English	47
3	1052	Chinese	83
3	1053	Math	56
3	1053	English	57
3	1053	Chinese	37
3	1054	Math	99
3	1054	English	54
3	1054	Chinese	93
3	1055	Math	25
3	1055	English	55
3	1055	Chinese	40
3	1056	Math	85
3	1056	English	69
3	1056	Chinese	48
3	1057	Math	53
3	1057	English	33
3	1057	Chinese	33
3	1058	Math	93
3	1058	English	76
3	1058	Chinese	88
3	1059	Math	29
3	1059	English	33
3	1059	Chinese	55
3	1060	Math	41
3	1060	English	82
3	1060	Chinese	47
3	1061	Math	58
3	1061	English	72
3	1061	Chinese	77
3	1062	Math	40
3	1062	English	68
3	1062	Chinese	80
3	1063	Math	78
3	1063	English	48
3	1063	Chinese	29
3	1064	Math	60
3	1064	English	40
3	1064	Chinese	33
3	1065	Math	52
3	1065	English	93
3	1065	Chinese	75
3	1066	Math	53
3	1066	English	91
3	1066	Chinese	66
3	1067	Math	66
3	1067	English	74
3	1067	Chinese	59
3	1068	Math	51
3	1068	English	85
3	1068	Chinese	89
3	1069	Math	46
3	1069	English	57
3	1069	Chinese	84
3	1070	Math	66
3	1070	English	59
3	1070	Chinese	88
3	1071	Math	63
3	1071	English	71
3	1071	Chinese	61
3	1072	Math	31
3	1072	English	79
3	1072	Chinese	96
3	1073	Math	55
3	1073	English	32
3	1073	Chinese	85
3	1074	Math	56
3	1074	English	65
3	1074	Chinese	45
3	1075	Math	67
3	1075	English	82
3	1075	Chinese	48
3	1076	Math	93
3	1076	English	51
3	1076	Chinese	25
3	1077	Math	75
3	1077	English	80
3	1077	Chinese	92
3	1078	Math	50
3	1078	English	29
3	1078	Chinese	51
3	1079	Math	52
3	1079	English	61
3	1079	Chinese	48
3	1080	Math	57
3	1080	English	84
3	1080	Chinese	57
3	1081	Math	98
3	1081	English	64
3	1081	Chinese	60
3	1082	Math	28
3	1082	English	40
3	1082	Chinese	84
3	1083	Math	54
3	1083	English	57
3	1083	Chinese	84
3	1084	Math	77
3	1084	English	44
3	1084	Chinese	100
3	1085	Math	66
3	1085	English	32
3	1085	Chinese	32
3	1086	Math	89
3	1086	English	49
3	1086	Chinese	63
3	1087	Math	72
3	1087	English	60
3	1087	Chinese	92
3	1088	Math	49
3	1088	English	70
3	1088	Chinese	54
3	1089	Math	65
3	1089	English	36
3	1089	Chinese	87
3	1090	Math	86
3	1090	English	80
3	1090	Chinese	59
3	1091	Math	68
3	1091	English	48
3	1091	Chinese	77
3	1092	Math	76
3	1092	English	59
3	1092	Chinese	76
3	1093	Math	81
3	1093	English	95
3	1093	Chinese	50
3	1094	Math	63
3	1094	English	44
3	1094	Chinese	76
3	1095	Math	75
3	1095	English	75
3	1095	Chinese	30
3	1096	Math	46
3	1096	English	66
3	1096	Chinese	89
3	1097	Math	81
3	1097	English	49
3	1097	Chinese	67
3	1098	Math	52
3	1098	English	86
3	1098	Chinese	55
3	1099	Math	52
3	1099	English	80
3	1099	Chinese	80
3	1100	Math	85
3	1100	English	73
3	1100	Chinese	91
3	1101	Math	42
3	1101	English	100
3	1101	Chinese	87
3	1102	Math	94
3	1102	English	42
3	1102	Chinese	87
3	1103	Math	61
3	1103	English	92
3	1103	Chinese	65
3	1104	Math	90
3	1104	English	75
3	1104	Chinese	100
3	1105	Math	31
3	1105	English	55
3	1105	Chinese	71
3	1106	Math	88
3	1106	English	63
3	1106	Chinese	53
3	1107	Math	90
3	1107	English	69
3	1107	Chinese	63
3	1108	Math	77
3	1108	English	35
3	1108	Chinese	78
3	1109	Math	54
3	1109	English	78
3	1109	Chinese	66
3	1110	Math	54
3	1110	English	43
3	1110	Chinese	67
3	1111	Math	65
3	1111	English	68
3	1111	Chinese	49
3	1112	Math	46
3	1112	English	88
3	1112	Chinese	91
3	1113	Math	72
3	1113	English	80
3	1113	Chinese	62
3	1114	Math	54
3	1114	English	50
3	1114	Chinese	80
3	1115	Math	62
3	1115	English	38
3	1115	Chinese	66
3	1116	Math	67
3	1116	English	30
3	1116	Chinese	48
3	1117	Math	50
3	1117	English	57
3	1117	Chinese	67
3	1118	Math	41
3	1118	English	61
3	1118	Chinese	74
3	1119	Math	76
3	1119	English	82
3	1119	Chinese	56
3	1120	Math	54
3	1120	English	69
3	1120	Chinese	51
3	1121	Math	54
3	1121	English	34
3	1121	Chinese	73
3	1122	Math	40
3	1122	English	73
3	1122	Chinese	87
3	1123	Math	80
3	1123	English	52
3	1123	Chinese	51
3	1124	Math	100
3	1124	English	77
3	1124	Chinese	28
3	1125	Math	72
3	1125	English	80
3	1125	Chinese	72
3	1126	Math	82
3	1126	English	38
3	1126	Chinese	77
3	1127	Math	84
3	1127	English	98
3	1127	Chinese	32
3	1128	Math	59
3	1128	English	86
3	1128	Chinese	36
3	1129	Math	100
3	1129	English	40
3	1129	Chinese	58
3	1130	Math	53
3	1130	English	52
3	1130	Chinese	50
3	1131	Math	44
3	1131	English	97
3	1131	Chinese	38
3	1132	Math	32
3	1132	English	47
3	1132	Chinese	30
3	1133	Math	64
3	1133	English	71
3	1133	Chinese	67
3	1134	Math	89
3	1134	English	36
3	1134	Chinese	97
3	1135	Math	49
3	1135	English	41
3	1135	Chinese	53
3	1136	Math	58
3	1136	English	80
3	1136	Chinese	67
3	1137	Math	64
3	1137	English	43
3	1137	Chinese	61
3	1138	Math	82
3	1138	English	75
3	1138	Chinese	61
3	1139	Math	36
3	1139	English	66
3	1139	Chinese	100
3	1140	Math	33
3	1140	English	34
3	1140	Chinese	62
3	1141	Math	79
3	1141	English	44
3	1141	Chinese	66
3	1142	Math	91
3	1142	English	63
3	1142	Chinese	36
3	1143	Math	32
3	1143	English	58
3	1143	Chinese	30
3	1144	Math	48
3	1144	English	67
3	1144	Chinese	42
3	1145	Math	73
3	1145	English	80
3	1145	Chinese	50
3	1146	Math	68
3	1146	English	75
3	1146	Chinese	76
3	1147	Math	32
3	1147	English	71
3	1147	Chinese	73
3	1148	Math	73
3	1148	English	45
3	1148	Chinese	61
3	1149	Math	72
3	1149	English	72
3	1149	Chinese	48
3	1150	Math	30
3	1150	English	75
3	1150	Chinese	68
3	1151	Math	72
3	1151	English	76
3	1151	Chinese	69
3	1152	Math	59
3	1152	English	81
3	1152	Chinese	79
3	1153	Math	50
3	1153	English	69
3	1153	Chinese	33
3	1154	Math	65
3	1154	English	75
3	1154	Chinese	38
3	1155	Math	61
3	1155	English	88
3	1155	Chinese	83
3	1156	Math	68
3	1156	English	34
3	1156	Chinese	98
3	1157	Math	42
3	1157	English	61
3	1157	Chinese	78
3	1158	Math	47
3	1158	English	81
3	1158	Chinese	81
3	1159	Math	58
3	1159	English	75
3	1159	Chinese	63
3	1160	Math	46
3	1160	English	79
3	1160	Chinese	56
3	1161	Math	58
3	1161	English	68
3	1161	Chinese	46
3	1162	Math	68
3	1162	English	92
3	1162	Chinese	36
3	1163	Math	77
3	1163	English	49
3	1163	Chinese	66
3	1164	Math	27
3	1164	English	99
3	1164	Chinese	84
3	1165	Math	62
3	1165	English	53
3	1165	Chinese	38
3	1166	Math	72
3	1166	English	48
3	1166	Chinese	68
3	1167	Math	43
3	1167	English	96
3	1167	Chinese	54
3	1168	Math	71
3	1168	English	52
3	1168	Chinese	55
3	1169	Math	77
3	1169	English	76
3	1169	Chinese	28
3	1170	Math	62
3	1170	English	56
3	1170	Chinese	65
3	1171	Math	40
3	1171	English	42
3	1171	Chinese	59
3	1172	Math	28
3	1172	English	86
3	1172	Chinese	50
3	1173	Math	60
3	1173	English	52
3	1173	Chinese	57
3	1174	Math	72
3	1174	English	95
3	1174	Chinese	52
3	1175	Math	76
3	1175	English	85
3	1175	Chinese	63
3	1176	Math	88
3	1176	English	87
3	1176	Chinese	58
3	1177	Math	80
3	1177	English	78
3	1177	Chinese	69
3	1178	Math	73
3	1178	English	45
3	1178	Chinese	55
3	1179	Math	86
3	1179	English	51
3	1179	Chinese	80
3	1180	Math	74
3	1180	English	71
3	1180	Chinese	62
3	1181	Math	31
3	1181	English	59
3	1181	Chinese	63
3	1182	Math	60
3	1182	English	49
3	1182	Chinese	62
3	1183	Math	71
3	1183	English	66
3	1183	Chinese	54
3	1184	Math	70
3	1184	English	83
3	1184	Chinese	31
3	1185	Math	50
3	1185	English	61
3	1185	Chinese	48
3	1186	Math	96
3	1186	English	56
3	1186	Chinese	60
3	1187	Math	58
3	1187	English	92
3	1187	Chinese	30
3	1188	Math	81
3	1188	English	85
3	1188	Chinese	70
3	1189	Math	58
3	1189	English	50
3	1189	Chinese	73
3	1190	Math	80
3	1190	English	52
3	1190	Chinese	75
3	1191	Math	36
3	1191	English	31
3	1191	Chinese	53
3	1192	Math	55
3	1192	English	62
3	1192	Chinese	60
3	1193	Math	81
3	1193	English	50
3	1193	Chinese	66
3	1194	Math	73
3	1194	English	43
3	1194	Chinese	95
3	1195	Math	73
3	1195	English	96
3	1195	Chinese	57
3	1196	Math	53
3	1196	English	69
3	1196	Chinese	37
3	1197	Math	52
3	1197	English	65
3	1197	Chinese	61
3	1198	Math	46
3	1198	English	66
3	1198	Chinese	38
3	1199	Math	30
3	1199	English	60
3	1199	Chinese	83
3	1200	Math	79
3	1200	English	34
3	1200	Chinese	100
4	1000	Math	70
4	1000	English	79
4	1000	Chinese	84
4	1001	Math	54
4	1001	English	96
4	1001	Chinese	46
4	1002	Math	52
4	1002	English	86
4	1002	Chinese	36
4	1003	Math	39
4	1003	English	94
4	1003	Chinese	57
4	1004	Math	48
4	1004	English	89
4	1004	Chinese	48
4	1005	Math	48
4	1005	English	81
4	1005	Chinese	51
4	1006	Math	47
4	1006	English	26
4	1006	Chinese	49
4	1007	Math	65
4	1007	English	59
4	1007	Chinese	96
4	1008	Math	49
4	1008	English	77
4	1008	Chinese	57
4	1009	Math	74
4	1009	English	56
4	1009	Chinese	79
4	1010	Math	48
4	1010	English	58
4	1010	Chinese	54
4	1011	Math	31
4	1011	English	79
4	1011	Chinese	100
4	1012	Math	69
4	1012	English	47
4	1012	Chinese	50
4	1013	Math	25
4	1013	English	92
4	1013	Chinese	55
4	1014	Math	48
4	1014	English	61
4	1014	Chinese	66
4	1015	Math	100
4	1015	English	55
4	1015	Chinese	32
4	1016	Math	54
4	1016	English	51
4	1016	Chinese	60
4	1017	Math	68
4	1017	English	82
4	1017	Chinese	52
4	1018	Math	100
4	1018	English	61
4	1018	Chinese	49
4	1019	Math	81
4	1019	English	69
4	1019	Chinese	47
4	1020	Math	57
4	1020	English	83
4	1020	Chinese	88
4	1021	Math	96
4	1021	English	71
4	1021	Chinese	77
4	1022	Math	43
4	1022	English	24
4	1022	Chinese	41
4	1023	Math	77
4	1023	English	39
4	1023	Chinese	55
4	1024	Math	45
4	1024	English	76
4	1024	Chinese	52
4	1025	Math	68
4	1025	English	82
4	1025	Chinese	26
4	1026	Math	91
4	1026	English	65
4	1026	Chinese	38
4	1027	Math	28
4	1027	English	97
4	1027	Chinese	30
4	1028	Math	78
4	1028	English	68
4	1028	Chinese	57
4	1029	Math	81
4	1029	English	69
4	1029	Chinese	43
4	1030	Math	71
4	1030	English	74
4	1030	Chinese	51
4	1031	Math	76
4	1031	English	76
4	1031	Chinese	61
4	1032	Math	58
4	1032	English	85
4	1032	Chinese	82
4	1033	Math	42
4	1033	English	64
4	1033	Chinese	53
4	1034	Math	90
4	1034	English	69
4	1034	Chinese	60
4	1035	Math	40
4	1035	English	83
4	1035	Chinese	55
4	1036	Math	51
4	1036	English	34
4	1036	Chinese	68
4	1037	Math	39
4	1037	English	77
4	1037	Chinese	34
4	1038	Math	100
4	1038	English	39
4	1038	Chinese	38
4	1039	Math	74
4	1039	English	52
4	1039	Chinese	51
4	1040	Math	30
4	1040	English	60
4	1040	Chinese	48
4	1041	Math	95
4	1041	English	63
4	1041	Chinese	53
4	1042	Math	49
4	1042	English	56
4	1042	Chinese	28
4	1043	Math	44
4	1043	English	100
4	1043	Chinese	75
4	1044	Math	36
4	1044	English	61
4	1044	Chinese	30
4	1045	Math	46
4	1045	English	84
4	1045	Chinese	54
4	1046	Math	60
4	1046	English	65
4	1046	Chinese	42
4	1047	Math	92
4	1047	English	58
4	1047	Chinese	58
4	1048	Math	82
4	1048	English	64
4	1048	Chinese	47
4	1049	Math	44
4	1049	English	57
4	1049	Chinese	77
4	1050	Math	72
4	1050	English	71
4	1050	Chinese	76
4	1051	Math	71
4	1051	English	54
4	1051	Chinese	64
4	1052	Math	57
4	1052	English	39
4	1052	Chinese	83
4	1053	Math	38
4	1053	English	44
4	1053	Chinese	35
4	1054	Math	90
4	1054	English	39
4	1054	Chinese	80
4	1055	Math	40
4	1055	English	37
4	1055	Chinese	38
4	1056	Math	75
4	1056	English	70
4	1056	Chinese	70
4	1057	Math	33
4	1057	English	44
4	1057	Chinese	32
4	1058	Math	85
4	1058	English	71
4	1058	Chinese	99
4	1059	Math	39
4	1059	English	24
4	1059	Chinese	69
4	1060	Math	32
4	1060	English	61
4	1060	Chinese	46
4	1061	Math	73
4	1061	English	79
4	1061	Chinese	80
4	1062	Math	46
4	1062	English	80
4	1062	Chinese	66
4	1063	Math	89
4	1063	English	53
4	1063	Chinese	28
4	1064	Math	48
4	1064	English	33
4	1064	Chinese	48
4	1065	Math	64
4	1065	English	83
4	1065	Chinese	60
4	1066	Math	55
4	1066	English	80
4	1066	Chinese	66
4	1067	Math	50
4	1067	English	61
4	1067	Chinese	44
4	1068	Math	46
4	1068	English	73
4	1068	Chinese	72
4	1069	Math	46
4	1069	English	67
4	1069	Chinese	75
4	1070	Math	64
4	1070	English	47
4	1070	Chinese	74
4	1071	Math	67
4	1071	English	68
4	1071	Chinese	52
4	1072	Math	52
4	1072	English	81
4	1072	Chinese	77
4	1073	Math	40
4	1073	English	43
4	1073	Chinese	79
4	1074	Math	51
4	1074	English	55
4	1074	Chinese	44
4	1075	Math	46
4	1075	English	96
4	1075	Chinese	55
4	1076	Math	75
4	1076	English	57
4	1076	Chinese	32
4	1077	Math	100
4	1077	English	91
4	1077	Chinese	69
4	1078	Math	51
4	1078	English	50
4	1078	Chinese	72
4	1079	Math	47
4	1079	English	59
4	1079	Chinese	53
4	1080	Math	54
4	1080	English	82
4	1080	Chinese	45
4	1081	Math	92
4	1081	English	63
4	1081	Chinese	74
4	1082	Math	36
4	1082	English	44
4	1082	Chinese	75
4	1083	Math	44
4	1083	English	32
4	1083	Chinese	71
4	1084	Math	83
4	1084	English	66
4	1084	Chinese	100
4	1085	Math	79
4	1085	English	55
4	1085	Chinese	28
4	1086	Math	87
4	1086	English	61
4	1086	Chinese	84
4	1087	Math	53
4	1087	English	61
4	1087	Chinese	78
4	1088	Math	47
4	1088	English	85
4	1088	Chinese	51
4	1089	Math	48
4	1089	English	40
4	1089	Chinese	72
4	1090	Math	96
4	1090	English	92
4	1090	Chinese	76
4	1091	Math	82
4	1091	English	39
4	1091	Chinese	93
4	1092	Math	73
4	1092	English	44
4	1092	Chinese	83
4	1093	Math	70
4	1093	English	98
4	1093	Chinese	50
4	1094	Math	59
4	1094	English	54
4	1094	Chinese	75
4	1095	Math	87
4	1095	English	80
4	1095	Chinese	39
4	1096	Math	33
4	1096	English	60
4	1096	Chinese	87
4	1097	Math	93
4	1097	English	33
4	1097	Chinese	41
4	1098	Math	56
4	1098	English	75
4	1098	Chinese	50
4	1099	Math	43
4	1099	English	77
4	1099	Chinese	84
4	1100	Math	72
4	1100	English	65
4	1100	Chinese	100
4	1101	Math	39
4	1101	English	100
4	1101	Chinese	70
4	1102	Math	81
4	1102	English	24
4	1102	Chinese	84
4	1103	Math	74
4	1103	English	100
4	1103	Chinese	48
4	1104	Math	87
4	1104	English	83
4	1104	Chinese	82
4	1105	Math	25
4	1105	English	82
4	1105	Chinese	78
4	1106	Math	75
4	1106	English	44
4	1106	Chinese	57
4	1107	Math	83
4	1107	English	94
4	1107	Chinese	48
4	1108	Math	81
4	1108	English	24
4	1108	Chinese	67
4	1109	Math	47
4	1109	English	83
4	1109	Chinese	75
4	1110	Math	70
4	1110	English	47
4	1110	Chinese	47
4	1111	Math	61
4	1111	English	70
4	1111	Chinese	44
4	1112	Math	63
4	1112	English	83
4	1112	Chinese	79
4	1113	Math	65
4	1113	English	85
4	1113	Chinese	33
4	1114	Math	63
4	1114	English	57
4	1114	Chinese	84
4	1115	Math	77
4	1115	English	40
4	1115	Chinese	70
4	1116	Math	54
4	1116	English	43
4	1116	Chinese	47
4	1117	Math	26
4	1117	English	77
4	1117	Chinese	66
4	1118	Math	35
4	1118	English	48
4	1118	Chinese	82
4	1119	Math	51
4	1119	English	69
4	1119	Chinese	58
4	1120	Math	57
4	1120	English	87
4	1120	Chinese	55
4	1121	Math	58
4	1121	English	46
4	1121	Chinese	73
4	1122	Math	44
4	1122	English	80
4	1122	Chinese	90
4	1123	Math	77
4	1123	English	39
4	1123	Chinese	50
4	1124	Math	99
4	1124	English	86
4	1124	Chinese	48
4	1125	Math	76
4	1125	English	96
4	1125	Chinese	81
4	1126	Math	80
4	1126	English	56
4	1126	Chinese	83
4	1127	Math	83
4	1127	English	92
4	1127	Chinese	22
4	1128	Math	61
4	1128	English	62
4	1128	Chinese	55
4	1129	Math	84
4	1129	English	36
4	1129	Chinese	50
4	1130	Math	39
4	1130	English	53
4	1130	Chinese	31
4	1131	Math	63
4	1131	English	76
4	1131	Chinese	56
4	1132	Math	31
4	1132	English	62
4	1132	Chinese	53
4	1133	Math	65
4	1133	English	83
4	1133	Chinese	69
4	1134	Math	100
4	1134	English	34
4	1134	Chinese	96
4	1135	Math	53
4	1135	English	46
4	1135	Chinese	65
4	1136	Math	81
4	1136	English	85
4	1136	Chinese	75
4	1137	Math	52
4	1137	English	49
4	1137	Chinese	68
4	1138	Math	60
4	1138	English	88
4	1138	Chinese	74
4	1139	Math	40
4	1139	English	85
4	1139	Chinese	100
4	1140	Math	28
4	1140	English	30
4	1140	Chinese	74
4	1141	Math	95
4	1141	English	52
4	1141	Chinese	59
4	1142	Math	91
4	1142	English	61
4	1142	Chinese	49
4	1143	Math	60
4	1143	English	56
4	1143	Chinese	40
4	1144	Math	55
4	1144	English	64
4	1144	Chinese	36
4	1145	Math	76
4	1145	English	86
4	1145	Chinese	32
4	1146	Math	63
4	1146	English	71
4	1146	Chinese	84
4	1147	Math	54
4	1147	English	79
4	1147	Chinese	84
4	1148	Math	77
4	1148	English	34
4	1148	Chinese	58
4	1149	Math	72
4	1149	English	90
4	1149	Chinese	52
4	1150	Math	50
4	1150	English	55
4	1150	Chinese	75
4	1151	Math	70
4	1151	English	76
4	1151	Chinese	85
4	1152	Math	50
4	1152	English	67
4	1152	Chinese	85
4	1153	Math	67
4	1153	English	70
4	1153	Chinese	55
4	1154	Math	59
4	1154	English	69
4	1154	Chinese	39
4	1155	Math	59
4	1155	English	88
4	1155	Chinese	61
4	1156	Math	83
4	1156	English	34
4	1156	Chinese	77
4	1157	Math	41
4	1157	English	63
4	1157	Chinese	81
4	1158	Math	44
4	1158	English	81
4	1158	Chinese	100
4	1159	Math	53
4	1159	English	68
4	1159	Chinese	85
4	1160	Math	52
4	1160	English	77
4	1160	Chinese	39
4	1161	Math	51
4	1161	English	78
4	1161	Chinese	38
4	1162	Math	72
4	1162	English	82
4	1162	Chinese	34
4	1163	Math	67
4	1163	English	41
4	1163	Chinese	43
4	1164	Math	44
4	1164	English	100
4	1164	Chinese	82
4	1165	Math	81
4	1165	English	52
4	1165	Chinese	36
4	1166	Math	57
4	1166	English	46
4	1166	Chinese	66
4	1167	Math	44
4	1167	English	98
4	1167	Chinese	33
4	1168	Math	72
4	1168	English	63
4	1168	Chinese	56
4	1169	Math	80
4	1169	English	93
4	1169	Chinese	41
4	1170	Math	46
4	1170	English	79
4	1170	Chinese	45
4	1171	Math	43
4	1171	English	53
4	1171	Chinese	80
4	1172	Math	33
4	1172	English	65
4	1172	Chinese	38
4	1173	Math	63
4	1173	English	72
4	1173	Chinese	51
4	1174	Math	51
4	1174	English	87
4	1174	Chinese	54
4	1175	Math	89
4	1175	English	61
4	1175	Chinese	79
4	1176	Math	73
4	1176	English	99
4	1176	Chinese	78
4	1177	Math	94
4	1177	English	71
4	1177	Chinese	55
4	1178	Math	62
4	1178	English	54
4	1178	Chinese	60
4	1179	Math	77
4	1179	English	53
4	1179	Chinese	84
4	1180	Math	78
4	1180	English	93
4	1180	Chinese	67
4	1181	Math	55
4	1181	English	74
4	1181	Chinese	46
4	1182	Math	75
4	1182	English	47
4	1182	Chinese	63
4	1183	Math	85
4	1183	English	89
4	1183	Chinese	38
4	1184	Math	80
4	1184	English	55
4	1184	Chinese	50
4	1185	Math	56
4	1185	English	37
4	1185	Chinese	52
4	1186	Math	96
4	1186	English	67
4	1186	Chinese	72
4	1187	Math	65
4	1187	English	90
4	1187	Chinese	42
4	1188	Math	81
4	1188	English	88
4	1188	Chinese	68
4	1189	Math	59
4	1189	English	58
4	1189	Chinese	81
4	1190	Math	97
4	1190	English	55
4	1190	Chinese	58
4	1191	Math	43
4	1191	English	52
4	1191	Chinese	49
4	1192	Math	48
4	1192	English	48
4	1192	Chinese	58
4	1193	Math	76
4	1193	English	37
4	1193	Chinese	68
4	1194	Math	51
4	1194	English	59
4	1194	Chinese	86
4	1195	Math	73
4	1195	English	81
4	1195	Chinese	59
4	1196	Math	56
4	1196	English	68
4	1196	Chinese	50
4	1197	Math	59
4	1197	English	62
4	1197	Chinese	76
4	1198	Math	38
4	1198	English	74
4	1198	Chinese	30
4	1199	Math	38
4	1199	English	69
4	1199	Chinese	83
4	1200	Math	83
4	1200	English	30
4	1200	Chinese	93
